"iso3c","year","lo","bq","cr"
"ZWE",2015,3,1.5,1
"AFG",2016,NA,NA,NA
"AGO",2016,2.5,1.5,1
"ALB",2016,2.5,2,2.5
"AND",2016,NA,NA,NA
"ARE",2016,4,3,4
"ARG",2016,2,3,2
"ARM",2016,3,1,2
"ATG",2016,NA,NA,NA
"AUS",2016,5.5,4,4.5
"AUT",2016,6,4,4.5
"AZE",2016,3.5,1,1.5
"BDI",2016,NA,NA,NA
"BEL",2016,5,4,4.5
"BEN",2016,NA,NA,NA
"BFA",2016,3.16666666666667,1,2.5
"BGD",2016,2,2,3
"BGR",2016,3,2,2.75
"BHR",2016,4.5,2,2.5
"BHS",2016,4.08333333333333,3,4.5
"BIH",2016,NA,NA,NA
"BLR",2016,3.5,1.5,2
"BLZ",2016,NA,NA,NA
"BOL",2016,2.5,2.5,2
"BRA",2016,2,2,2
"BRB",2016,NA,NA,NA
"BRN",2016,5,3.5,2.5
"BTN",2016,NA,NA,NA
"BWA",2016,3.5,2,4
"CAF",2016,NA,NA,NA
"CAN",2016,5.5,4,5
"CHE",2016,5,4,5
"CHL",2016,4.5,3,4.5
"CHN",2016,3.5,2,2
"CIV",2016,2.5,0,2
"CMR",2016,2,1.5,2
"COD",2016,1,0,1.5
"COG",2016,2,1,1.5
"COL",2016,2,2,2.5
"COM",2016,NA,NA,NA
"CPV",2016,NA,NA,NA
"CRI",2016,3,2,3
"CUB",2016,3,2,2.5
"CYP",2016,5,4,4
"CZE",2016,5,3,3
"DEU",2016,5,4,5
"DJI",2016,NA,NA,NA
"DMA",2016,NA,NA,NA
"DNK",2016,6,4,5.5
"DOM",2016,2.41666666666667,1,2
"DZA",2016,3,2,2
"ECU",2016,2.5,2,2
"EGY",2016,3,2,2
"ERI",2016,NA,NA,NA
"ESP",2016,5,3,3.5
"EST",2016,4,2.5,4
"ETH",2016,4.5,1.5,2
"FIN",2016,6,4,5.5
"FJI",2016,NA,NA,NA
"FRA",2016,5,3,4.5
"FSM",2016,NA,NA,NA
"GAB",2016,3,1.5,2
"GBR",2016,5,4,5
"GEO",2016,NA,NA,NA
"GHA",2016,2.5,2.5,3
"GIN",2016,2.5,2,1.5
"GMB",2016,3.5,2,2
"GNB",2016,2.5,1.5,1
"GNQ",2016,NA,NA,NA
"GRC",2016,4.5,3,2.5
"GRD",2016,NA,NA,NA
"GTM",2016,2.625,2,2
"GUY",2016,1.5,3,1.91666666666667
"HND",2016,1.5,2,2.5
"HRV",2016,4.5,3,3
"HTI",2016,1.5,0,1
"HUN",2016,4,3,3
"IDN",2016,2.5,2,3
"IND",2016,4.5,3,2.5
"IRL",2016,6,4,4.5
"IRN",2016,4,2,1.5
"IRQ",2016,1.5,1.5,1
"ISL",2016,6,4,5
"ISR",2016,5,4,3.5
"ITA",2016,4,2.5,2.5
"JAM",2016,2,3,2.5
"JOR",2016,4,2,3
"JPN",2016,5,4,4.5
"KAZ",2016,3.5,2,1.5
"KEN",2016,2,2,1.625
"KGZ",2016,NA,NA,NA
"KHM",2016,NA,NA,NA
"KIR",2016,NA,NA,NA
"KNA",2016,NA,NA,NA
"KOR",2016,5,3,3
"KSV",2016,NA,NA,NA
"KWT",2016,4,2,3
"LAO",2016,NA,NA,NA
"LBN",2016,4,2,2
"LBR",2016,2,0,2.5
"LBY",2016,4,1.5,1
"LCA",2016,NA,NA,NA
"LIE",2016,NA,NA,NA
"LKA",2016,3.5,2,2.5
"LSO",2016,NA,NA,NA
"LTU",2016,4,2.5,3.5
"LUX",2016,6,4,5
"LVA",2016,5,2.5,3
"MAR",2016,4.04166666666667,2,2.58333333333333
"MCO",2016,NA,NA,NA
"MDA",2016,4,1,2
"MDG",2016,2.5,1.125,2
"MDV",2016,NA,NA,NA
"MEX",2016,1.5,2.5,1.5
"MHL",2016,NA,NA,NA
"MKD",2016,NA,NA,NA
"MLI",2016,3,0,2
"MLT",2016,5,3,3.5
"MMR",2016,3,1,1.625
"MNE",2016,NA,NA,NA
"MNG",2016,4,2,2
"MOZ",2016,3,1,2
"MRT",2016,NA,NA,NA
"MUS",2016,NA,NA,NA
"MWI",2016,2.5,2.5,2
"MYS",2016,4,3,2.5
"NAM",2016,5,2,3
"NER",2016,2,1.5,1.5
"NGA",2016,2,1,1.5
"NIC",2016,3.5,1,1.5
"NLD",2016,6,4,5
"NOR",2016,6,4,5.5
"NPL",2016,NA,NA,NA
"NRU",2016,NA,NA,NA
"NZL",2016,5.5,4,5.5
"OMN",2016,5,2,3
"PAK",2016,3,2,2
"PAN",2016,3,2,2
"PER",2016,3,2,2.41666666666667
"PHL",2016,2.5,3,2.5
"PLW",2016,NA,NA,NA
"PNG",2016,3,2,2
"POL",2016,4.5,3,3.5
"PRK",2016,4.5,0,1
"PRT",2016,5,3,4
"PRY",2016,2,1.04166666666667,2
"QAT",2016,5,2,4
"ROU",2016,3.5,1,2.5
"RUS",2016,3,1,1.5
"RWA",2016,NA,NA,NA
"SAU",2016,5,2,3
"SDN",2016,2.5,1,0.5
"SEN",2016,3,1,2
"SGP",2016,5,4,4.5
"SLB",2016,NA,NA,NA
"SLE",2016,3.5,0,2
"SLV",2016,1.5,2,2.41666666666667
"SMR",2016,NA,NA,NA
"SOM",2016,0.5,0,1
"SRB",2016,3.5,2,2
"SSD",2016,NA,NA,NA
"STP",2016,NA,NA,NA
"SUR",2016,3,2,2
"SVK",2016,4,3,3
"SVN",2016,4.5,3.375,3.5
"SWE",2016,6,4,5.5
"SWZ",2016,NA,NA,NA
"SYC",2016,NA,NA,NA
"SYR",2016,4.5,1.5,1
"TCD",2016,NA,NA,NA
"TGO",2016,3,0,2
"THA",2016,2.5,2,2
"TJK",2016,NA,NA,NA
"TKM",2016,NA,NA,NA
"TLS",2016,NA,NA,NA
"TON",2016,NA,NA,NA
"TTO",2016,2,3,2
"TUN",2016,5,2,2.5
"TUR",2016,3,2,2.5
"TUV",2016,NA,NA,NA
"TWN",2016,5,3,3
"TZA",2016,5,1,2
"UGA",2016,3.5,2,1.5
"UKR",2016,4,1,1.66666666666667
"URY",2016,2.5,2,4.5
"USA",2016,5,4,4.5
"UZB",2016,NA,NA,NA
"VCT",2016,NA,NA,NA
"VEN",2016,1,1,1
"VNM",2016,4,2,2.5
"VUT",2016,NA,NA,NA
"WSM",2016,NA,NA,NA
"YEM",2016,2,1,1
"ZAF",2016,2,2,2.5
"ZMB",2016,4,1,2.5
"ZWE",2016,3,1.5,1
"AFG",2017,NA,NA,NA
"AGO",2017,2.5,1.5,1
"ALB",2017,2.5,2,2.5
"AND",2017,NA,NA,NA
"ARE",2017,4,3,4
"ARG",2017,2,3,2
"ARM",2017,3,1,2
"ATG",2017,NA,NA,NA
"AUS",2017,5.5,4,4.5
"AUT",2017,6,4,4.5
"AZE",2017,3.5,1,1.5
"BDI",2017,NA,NA,NA
"BEL",2017,5,4,4.5
"BEN",2017,NA,NA,NA
"BFA",2017,3.5,1,2.5
"BGD",2017,2.08333333333333,2,2.66666666666667
"BGR",2017,3,2,3
"BHR",2017,4.5,2,2.5
"BHS",2017,4,3,4.5
"BIH",2017,NA,NA,NA
"BLR",2017,3.5,1.5,2
"BLZ",2017,NA,NA,NA
"BOL",2017,2.5,2.5,2
"BRA",2017,2,2,2
"BRB",2017,NA,NA,NA
"BRN",2017,5,3.5,2.83333333333333
"BTN",2017,NA,NA,NA
"BWA",2017,3.5,2,3.66666666666667
"CAF",2017,NA,NA,NA
"CAN",2017,5.5,4,5
"CHE",2017,5,4,5
"CHL",2017,4.5,3,4.16666666666667
"CHN",2017,3.5,2,2
"CIV",2017,2.5,0,2
"CMR",2017,2,1.5,1.66666666666667
"COD",2017,1,0,1.16666666666667
"COG",2017,2,1,1.16666666666667
"COL",2017,2,2,2.5
"COM",2017,NA,NA,NA
"CPV",2017,NA,NA,NA
"CRI",2017,2.5,2,3.16666666666667
"CUB",2017,3,2,2.83333333333333
"CYP",2017,5,4,3.66666666666667
"CZE",2017,5,3,3
"DEU",2017,5,4,5
"DJI",2017,NA,NA,NA
"DMA",2017,NA,NA,NA
"DNK",2017,6,4,5.41666666666667
"DOM",2017,2.5,1,2.125
"DZA",2017,3,2,2
"ECU",2017,2.5,2,2
"EGY",2017,3,2,2
"ERI",2017,NA,NA,NA
"ESP",2017,5,3,3.5
"EST",2017,4,2.5,4
"ETH",2017,4.5,1.5,2
"FIN",2017,6,4,5.5
"FJI",2017,NA,NA,NA
"FRA",2017,5,3,4.16666666666667
"FSM",2017,NA,NA,NA
"GAB",2017,3,1.5,2
"GBR",2017,5,4,5
"GEO",2017,NA,NA,NA
"GHA",2017,2.5,2.5,2.66666666666667
"GIN",2017,2.5,2,1.5
"GMB",2017,3.5,2,1.66666666666667
"GNB",2017,2.5,1.5,1
"GNQ",2017,NA,NA,NA
"GRC",2017,4.5,3,2.5
"GRD",2017,NA,NA,NA
"GTM",2017,2.54166666666667,2,2
"GUY",2017,1.5,3,2.16666666666667
"HND",2017,2,2,2.16666666666667
"HRV",2017,4.5,3,3
"HTI",2017,1.5,0,1.375
"HUN",2017,4,3,3
"IDN",2017,2.5,2,3
"IND",2017,4.5,3,2.5
"IRL",2017,6,4,4.5
"IRN",2017,4,2,1.5
"IRQ",2017,1.5,1.5,1
"ISL",2017,6,4,5
"ISR",2017,5,4,3.5
"ITA",2017,4,2.5,2.83333333333333
"JAM",2017,2,3,2.5
"JOR",2017,3.875,2,3
"JPN",2017,5,4,4.5
"KAZ",2017,3.5,2,1.5
"KEN",2017,2.33333333333333,2,1.66666666666667
"KGZ",2017,NA,NA,NA
"KHM",2017,NA,NA,NA
"KIR",2017,NA,NA,NA
"KNA",2017,NA,NA,NA
"KOR",2017,5,3,3
"KSV",2017,NA,NA,NA
"KWT",2017,4,2,2.66666666666667
"LAO",2017,NA,NA,NA
"LBN",2017,4,2,1.66666666666667
"LBR",2017,2,0,2.5
"LBY",2017,4,1.5,1
"LCA",2017,NA,NA,NA
"LIE",2017,NA,NA,NA
"LKA",2017,3.5,2,2.16666666666667
"LSO",2017,NA,NA,NA
"LTU",2017,4,2.5,3.41666666666667
"LUX",2017,6,4,5
"LVA",2017,5,2.5,3.33333333333333
"MAR",2017,4,2,3
"MCO",2017,NA,NA,NA
"MDA",2017,4,1,2
"MDG",2017,2.5,1.5,1.66666666666667
"MDV",2017,NA,NA,NA
"MEX",2017,1.5,2.5,1.5
"MHL",2017,NA,NA,NA
"MKD",2017,NA,NA,NA
"MLI",2017,3,0,2
"MLT",2017,5,3,3.5
"MMR",2017,3,1,2
"MNE",2017,NA,NA,NA
"MNG",2017,4,2,2
"MOZ",2017,3,1,2
"MRT",2017,NA,NA,NA
"MUS",2017,NA,NA,NA
"MWI",2017,2.5,2.5,2
"MYS",2017,4,3,2.5
"NAM",2017,5,2,3
"NER",2017,2,1.5,1.5
"NGA",2017,2,1,1.5
"NIC",2017,3.5,1,1.5
"NLD",2017,6,4,5
"NOR",2017,6,4,5.5
"NPL",2017,NA,NA,NA
"NRU",2017,NA,NA,NA
"NZL",2017,5.5,4,5.5
"OMN",2017,5,2,3
"PAK",2017,3,2,2
"PAN",2017,3,2,2
"PER",2017,3,2,2.58333333333333
"PHL",2017,2.5,3,2.5
"PLW",2017,NA,NA,NA
"PNG",2017,3,2,2
"POL",2017,3.95833333333333,3,3.33333333333333
"PRK",2017,4.08333333333333,0,1
"PRT",2017,5,3,4
"PRY",2017,2,1.5,2
"QAT",2017,5,2,3.66666666666667
"ROU",2017,3.375,1,2.5
"RUS",2017,3,1,1.5
"RWA",2017,NA,NA,NA
"SAU",2017,5,2,3.04166666666667
"SDN",2017,2.5,1,0.5
"SEN",2017,3,1,2
"SGP",2017,5,4,4.83333333333333
"SLB",2017,NA,NA,NA
"SLE",2017,3.5,0,2.04166666666667
"SLV",2017,1.5,2,2
"SMR",2017,NA,NA,NA
"SOM",2017,0.5,0,0.666666666666667
"SRB",2017,3.5,2,2
"SSD",2017,NA,NA,NA
"STP",2017,NA,NA,NA
"SUR",2017,3,2,2.20833333333333
"SVK",2017,4,3,3
"SVN",2017,4.5,3.5,3.5
"SWE",2017,6,4,5.5
"SWZ",2017,NA,NA,NA
"SYC",2017,NA,NA,NA
"SYR",2017,4.5,1.5,1
"TCD",2017,NA,NA,NA
"TGO",2017,3,0,2
"THA",2017,2.5,2,2
"TJK",2017,NA,NA,NA
"TKM",2017,NA,NA,NA
"TLS",2017,NA,NA,NA
"TON",2017,NA,NA,NA
"TTO",2017,2,3,2
"TUN",2017,5,2,2.5
"TUR",2017,3,2,2.5
"TUV",2017,NA,NA,NA
"TWN",2017,5,3,3.33333333333333
"TZA",2017,5,1,2
"UGA",2017,3.5,2,1.5
"UKR",2017,4,1,2
"URY",2017,2.5,2,4.5
"USA",2017,5,4,4.5
"UZB",2017,NA,NA,NA
"VCT",2017,NA,NA,NA
"VEN",2017,1,1,1
"VNM",2017,4,2,2.16666666666667
"VUT",2017,NA,NA,NA
"WSM",2017,NA,NA,NA
"YEM",2017,2,1,1
"ZAF",2017,2,2,2.5
"ZMB",2017,4,1,2.16666666666667
"ZWE",2017,3,1.5,1
"AFG",2018,NA,NA,NA
"AGO",2018,2.5,1.5,1.375
"ALB",2018,2.70833333333333,2,2.5
"AND",2018,NA,NA,NA
"ARE",2018,4,3,4
"ARG",2018,2,3,2
"ARM",2018,3,1,2
"ATG",2018,NA,NA,NA
"AUS",2018,5.5,4,4.5
"AUT",2018,6,4,4.5
"AZE",2018,3.5,1,1.5
"BDI",2018,NA,NA,NA
"BEL",2018,5,4,4.5
"BEN",2018,NA,NA,NA
"BFA",2018,3.5,1,2.5
"BGD",2018,2,2,2.5
"BGR",2018,3,2,3
"BHR",2018,4.5,2,2.5
"BHS",2018,4,3,4.5
"BIH",2018,NA,NA,NA
"BLR",2018,3.5,1.5,2
"BLZ",2018,NA,NA,NA
"BOL",2018,2.5,2.5,2
"BRA",2018,2,2,2
"BRB",2018,NA,NA,NA
"BRN",2018,5,3.5,3
"BTN",2018,NA,NA,NA
"BWA",2018,3.5,2,3.5
"CAF",2018,NA,NA,NA
"CAN",2018,5.5,4,5
"CHE",2018,5,4,5
"CHL",2018,4.5,3,4
"CHN",2018,3.5,2,2
"CIV",2018,2.5,0,2
"CMR",2018,2,1.5,1.5
"COD",2018,1,0,1
"COG",2018,2,1,1
"COL",2018,2,2,2.5
"COM",2018,NA,NA,NA
"CPV",2018,NA,NA,NA
"CRI",2018,2.5,2,2.79166666666667
"CUB",2018,3,2,3
"CYP",2018,5,4,3.5
"CZE",2018,5,3,3
"DEU",2018,5,4,5
"DJI",2018,NA,NA,NA
"DMA",2018,NA,NA,NA
"DNK",2018,6,4,5.5
"DOM",2018,2.66666666666667,1,2
"DZA",2018,3,2,2
"ECU",2018,2.5,2,2
"EGY",2018,3,2,2
"ERI",2018,NA,NA,NA
"ESP",2018,5,3,3.5
"EST",2018,4,2.5,4
"ETH",2018,4.5,1.5,2
"FIN",2018,6,4,5.5
"FJI",2018,NA,NA,NA
"FRA",2018,5,3,4
"FSM",2018,NA,NA,NA
"GAB",2018,3,1.5,2
"GBR",2018,5,4,5
"GEO",2018,NA,NA,NA
"GHA",2018,2.5,2.5,2.91666666666667
"GIN",2018,2.375,2,1.5
"GMB",2018,3.5,2,1.58333333333333
"GNB",2018,2.5,1.5,1
"GNQ",2018,NA,NA,NA
"GRC",2018,4.5,3,2.5
"GRD",2018,NA,NA,NA
"GTM",2018,2.5,2.33333333333333,2
"GUY",2018,1.5,3,2.5
"HND",2018,2,2,2.25
"HRV",2018,4.5,3,3
"HTI",2018,1.5,0,1.5
"HUN",2018,4,3,3
"IDN",2018,2,3,6
"IND",2018,4.5,3,2.5
"IRL",2018,6,4,4.5
"IRN",2018,4,2,1.5
"IRQ",2018,1.5,1.5,1
"ISL",2018,6,4,5
"ISR",2018,5,4,3.5
"ITA",2018,4,2.5,3
"JAM",2018,2.25,3,2.5
"JOR",2018,3.5,2,3
"JPN",2018,5,4,4.20833333333333
"KAZ",2018,3.5,2,1.91666666666667
"KEN",2018,3,2,1.75
"KGZ",2018,NA,NA,NA
"KHM",2018,NA,NA,NA
"KIR",2018,NA,NA,NA
"KNA",2018,NA,NA,NA
"KOR",2018,5,3,3
"KSV",2018,NA,NA,NA
"KWT",2018,4,2,2.5
"LAO",2018,NA,NA,NA
"LBN",2018,4,2,1.5
"LBR",2018,2,0,2.25
"LBY",2018,4,1.5,1
"LCA",2018,NA,NA,NA
"LIE",2018,NA,NA,NA
"LKA",2018,3.5,2,2
"LSO",2018,NA,NA,NA
"LTU",2018,4,2.5,3
"LUX",2018,6,4,5
"LVA",2018,5,2.5,2.79166666666667
"MAR",2018,4,2,3
"MCO",2018,NA,NA,NA
"MDA",2018,4,1,2
"MDG",2018,2.5,1.5,1.5
"MDV",2018,NA,NA,NA
"MEX",2018,1.5,2.5,1.5
"MHL",2018,NA,NA,NA
"MKD",2018,NA,NA,NA
"MLI",2018,3,0,2
"MLT",2018,4.54166666666667,3,3.04166666666667
"MMR",2018,3,1,2
"MNE",2018,NA,NA,NA
"MNG",2018,4,2.16666666666667,2
"MOZ",2018,3,1.66666666666667,2
"MRT",2018,NA,NA,NA
"MUS",2018,NA,NA,NA
"MWI",2018,2.5,2.5,2
"MYS",2018,4,3,2.5
"NAM",2018,5,2,3
"NER",2018,2,1.5,1.5
"NGA",2018,2,1.08333333333333,1.5
"NIC",2018,3.16666666666667,1,1.5
"NLD",2018,6,4,5
"NOR",2018,6,4,5.41666666666667
"NPL",2018,NA,NA,NA
"NRU",2018,NA,NA,NA
"NZL",2018,5.5,4,5.5
"OMN",2018,5,2,3
"PAK",2018,3,2,2
"PAN",2018,3,2,2
"PER",2018,3,2,2.5
"PHL",2018,2.5,3,2.5
"PLW",2018,NA,NA,NA
"PNG",2018,3,2,2
"POL",2018,3.5,3,3.41666666666667
"PRK",2018,4,0,1
"PRT",2018,5,3,4
"PRY",2018,2,1.5,2
"QAT",2018,5,2,3.5
"ROU",2018,3,1,2.5
"RUS",2018,3,1,1.5
"RWA",2018,NA,NA,NA
"SAU",2018,5,2,3.5
"SDN",2018,2.5,1,0.5
"SEN",2018,3,1,2
"SGP",2018,5,4,5
"SLB",2018,NA,NA,NA
"SLE",2018,3.5,0,2.5
"SLV",2018,1.5,2,2
"SMR",2018,NA,NA,NA
"SOM",2018,0.5,0,0.5
"SRB",2018,3.5,2,2
"SSD",2018,NA,NA,NA
"STP",2018,NA,NA,NA
"SUR",2018,3,2,2.5
"SVK",2018,4,3,3.25
"SVN",2018,4.5,3.5,3.5
"SWE",2018,5.54166666666667,4,5.5
"SWZ",2018,NA,NA,NA
"SYC",2018,NA,NA,NA
"SYR",2018,4.5,1.5,1
"TCD",2018,NA,NA,NA
"TGO",2018,3,0,2
"THA",2018,2.5,2,2
"TJK",2018,NA,NA,NA
"TKM",2018,NA,NA,NA
"TLS",2018,NA,NA,NA
"TON",2018,NA,NA,NA
"TTO",2018,2,3,2
"TUN",2018,5,2,2.5
"TUR",2018,2.75,2,2.5
"TUV",2018,NA,NA,NA
"TWN",2018,5,3,3.5
"TZA",2018,5,1,2
"UGA",2018,3.5,2,1.5
"UKR",2018,3.5,1,2
"URY",2018,2.5,2,4.5
"USA",2018,5,4,4.5
"UZB",2018,NA,NA,NA
"VCT",2018,NA,NA,NA
"VEN",2018,1,1,1
"VNM",2018,4,2,2.375
"VUT",2018,NA,NA,NA
"WSM",2018,NA,NA,NA
"YEM",2018,2,1,1
"ZAF",2018,2,2,2.5
"ZMB",2018,4,1,2
"ZWE",2018,3,1.5,1
"AFG",2019,NA,NA,NA
"AGO",2019,2.5,1.5,2.16666666666667
"ALB",2019,3,2,2.5
"AND",2019,NA,NA,NA
"ARE",2019,4,3,4
"ARG",2019,2,3,2.45833333333333
"ARM",2019,3,1,2
"ATG",2019,NA,NA,NA
"AUS",2019,5.5,4,4.5
"AUT",2019,6,4,4.5
"AZE",2019,3.5,1,1.5
"BDI",2019,NA,NA,NA
"BEL",2019,5,4,4.5
"BEN",2019,NA,NA,NA
"BFA",2019,3.5,1,2.5
"BGD",2019,2,2,2.5
"BGR",2019,3,2,3
"BHR",2019,4.5,2,2.5
"BHS",2019,4,3,4.5
"BIH",2019,NA,NA,NA
"BLR",2019,3.5,1.5,2
"BLZ",2019,NA,NA,NA
"BOL",2019,2.5,2.5,2
"BRA",2019,2.33333333333333,2.33333333333333,2
"BRB",2019,NA,NA,NA
"BRN",2019,4.33333333333333,3.5,3
"BTN",2019,NA,NA,NA
"BWA",2019,3.5,2.08333333333333,3.08333333333333
"CAF",2019,NA,NA,NA
"CAN",2019,5.5,4,5
"CHE",2019,5,4,5
"CHL",2019,4.41666666666667,3,4
"CHN",2019,3.5,2,2
"CIV",2019,2.5,0,2
"CMR",2019,2,1.5,1.5
"COD",2019,1,0,1
"COG",2019,2,1,1
"COL",2019,2,2,2.5
"COM",2019,NA,NA,NA
"CPV",2019,NA,NA,NA
"CRI",2019,2.5,2,2.5
"CUB",2019,3,2.16666666666667,3
"CYP",2019,5,4,3.5
"CZE",2019,5,3,2.83333333333333
"DEU",2019,5,4,5
"DJI",2019,NA,NA,NA
"DMA",2019,NA,NA,NA
"DNK",2019,6,4,5.5
"DOM",2019,3,1,2
"DZA",2019,3,2,2
"ECU",2019,2.75,2,2.45833333333333
"EGY",2019,3,2.375,2
"ERI",2019,NA,NA,NA
"ESP",2019,5,3,3.5
"EST",2019,4,2.5,4
"ETH",2019,4.5,1.875,2.125
"FIN",2019,6,4,5.5
"FJI",2019,NA,NA,NA
"FRA",2019,5,3,4
"FSM",2019,NA,NA,NA
"GAB",2019,3,1.5,2
"GBR",2019,5,4,5
"GEO",2019,NA,NA,NA
"GHA",2019,2.5,2.5,3
"GIN",2019,2,2,1.5
"GMB",2019,3.5,2,2.33333333333333
"GNB",2019,2.5,1.875,1.375
"GNQ",2019,NA,NA,NA
"GRC",2019,4.5,3,2.5
"GRD",2019,NA,NA,NA
"GTM",2019,2.5,2.5,2
"GUY",2019,1.5,3,2.5
"HND",2019,2,2,2.45833333333333
"HRV",2019,4.5,3,3
"HTI",2019,1.5,0,1.5
"HUN",2019,4,3,3
"IDN",2019,2.5,2.04166666666667,3
"IND",2019,4.5,3,2.5
"IRL",2019,6,4,4.5
"IRN",2019,4,2,1.5
"IRQ",2019,1.5,1.5,1.41666666666667
"ISL",2019,6,4,4.95833333333333
"ISR",2019,5,4,3.5
"ITA",2019,4,2.5,3
"JAM",2019,2.29166666666667,3,2.5
"JOR",2019,3.5,2,3
"JPN",2019,5,4,4
"KAZ",2019,3.5,2.58333333333333,3
"KEN",2019,3,2.29166666666667,2.375
"KGZ",2019,NA,NA,NA
"KHM",2019,NA,NA,NA
"KIR",2019,NA,NA,NA
"KNA",2019,NA,NA,NA
"KOR",2019,5,3,3.41666666666667
"KSV",2019,NA,NA,NA
"KWT",2019,4,2,2.5
"LAO",2019,NA,NA,NA
"LBN",2019,4,2,1.5
"LBR",2019,2,0,2
"LBY",2019,4,1.5,1
"LCA",2019,NA,NA,NA
"LIE",2019,NA,NA,NA
"LKA",2019,3.5,2,2
"LSO",2019,NA,NA,NA
"LTU",2019,4,2.5,3
"LUX",2019,6,4,5
"LVA",2019,5,2.5,2.5
"MAR",2019,4,2,3
"MCO",2019,NA,NA,NA
"MDA",2019,4,1,2
"MDG",2019,2.5,2,1.5
"MDV",2019,NA,NA,NA
"MEX",2019,1.5,2.5,1.5
"MHL",2019,NA,NA,NA
"MKD",2019,NA,NA,NA
"MLI",2019,3,0,2
"MLT",2019,4.5,3,3
"MMR",2019,3,1,2
"MNE",2019,NA,NA,NA
"MNG",2019,3.625,2.5,2.33333333333333
"MOZ",2019,3,2,2
"MRT",2019,NA,NA,NA
"MUS",2019,NA,NA,NA
"MWI",2019,2.5,2.5,2
"MYS",2019,4,3,2.5
"NAM",2019,5,2,3
"NER",2019,2,1.5,1.5
"NGA",2019,2,1.5,1.5
"NIC",2019,3,1,1.5
"NLD",2019,6,4,5
"NOR",2019,6,4,5
"NPL",2019,NA,NA,NA
"NRU",2019,NA,NA,NA
"NZL",2019,5.5,4,5.5
"OMN",2019,5,2,3
"PAK",2019,3,2,2
"PAN",2019,3,2,2
"PER",2019,3,2.125,2.625
"PHL",2019,2.5,3,2.5
"PLW",2019,NA,NA,NA
"PNG",2019,3,2,2
"POL",2019,3.5,3,3
"PRK",2019,4,0,1
"PRT",2019,5,3,4
"PRY",2019,2,1.5,2
"QAT",2019,5,2,3.5
"ROU",2019,3.04166666666667,1,2.5
"RUS",2019,3,1.58333333333333,1.5
"RWA",2019,NA,NA,NA
"SAU",2019,5,2,3.5
"SDN",2019,2.5,1,0.5
"SEN",2019,3,1.41666666666667,2.125
"SGP",2019,5,4,5
"SLB",2019,NA,NA,NA
"SLE",2019,3.5,0,3
"SLV",2019,1.95833333333333,2,2
"SMR",2019,NA,NA,NA
"SOM",2019,0.5,0,0.5
"SRB",2019,3.5,2,2
"SSD",2019,NA,NA,NA
"STP",2019,NA,NA,NA
"SUR",2019,3,2,2.5
"SVK",2019,4,3,3.5
"SVN",2019,4.5,3.5,3.5
"SWE",2019,5.5,4,5.5
"SWZ",2019,NA,NA,NA
"SYC",2019,NA,NA,NA
"SYR",2019,4.5,1.5,1
"TCD",2019,NA,NA,NA
"TGO",2019,3,0,2
"THA",2019,2.5,2,2
"TJK",2019,NA,NA,NA
"TKM",2019,NA,NA,NA
"TLS",2019,NA,NA,NA
"TON",2019,NA,NA,NA
"TTO",2019,2,3,2
"TUN",2019,5,2.125,2.625
"TUR",2019,2.66666666666667,2,2.5
"TUV",2019,NA,NA,NA
"TWN",2019,5,3,3.5
"TZA",2019,5,1,2
"UGA",2019,3.5,2,1.5
"UKR",2019,4,1,2.375
"URY",2019,2.75,2,4.5
"USA",2019,5,4,4.5
"UZB",2019,NA,NA,NA
"VCT",2019,NA,NA,NA
"VEN",2019,1,1,1
"VNM",2019,4,2,2.5
"VUT",2019,NA,NA,NA
"WSM",2019,NA,NA,NA
"YEM",2019,2,1,1
"ZAF",2019,2,2,2.95833333333333
"ZMB",2019,4,1,2.33333333333333
"ZWE",2019,3,1.5,1
