"iso3c","year","lo","bq","cr"
"BGD",2003,1.16666666666667,2,1
"BGR",2003,4,2,2
"BHR",2003,5,2,2
"BHS",2003,4,3,4
"BIH",2003,NA,NA,NA
"BLR",2003,4,1,2
"BLZ",2003,NA,NA,NA
"BOL",2003,3,2,2
"BRA",2003,1.5,2,4
"BRB",2003,NA,NA,NA
"BRN",2003,6,3,2.5
"BTN",2003,NA,NA,NA
"BWA",2003,3.5,2,3
"CAF",2003,NA,NA,NA
"CAN",2003,6,4,4.5
"CHE",2003,5,4,4.5
"CHL",2003,5,3,2.70833333333333
"CHN",2003,4.5,2,1.91666666666667
"CIV",2003,2.5,0,3
"CMR",2003,2,1,2
"COD",2003,1,0,1
"COG",2003,2,1,2
"COL",2003,1,2,3
"COM",2003,NA,NA,NA
"CPV",2003,NA,NA,NA
"CRI",2003,4,2,2.5
"CUB",2003,4,2,2.5
"CYP",2003,5,4,4
"CZE",2003,5,3,2.5
"DEU",2003,5,4,4.20833333333333
"DJI",2003,NA,NA,NA
"DMA",2003,NA,NA,NA
"DNK",2003,6,4,5.5
"DOM",2003,2,1,2
"DZA",2003,2,2,1.5
"ECU",2003,3,2,3
"EGY",2003,4,2,1.5
"ERI",2003,NA,NA,NA
"ESP",2003,4.5,4,3.5
"EST",2003,4,2.5,3
"ETH",2003,5,1,2
"FIN",2003,6,4,6
"FJI",2003,NA,NA,NA
"FRA",2003,4.5,3,3
"FSM",2003,NA,NA,NA
"GAB",2003,3,2,1
"GBR",2003,6,4,4.5
"GEO",2003,NA,NA,NA
"GHA",2003,2,2,2.5
"GIN",2003,2.5,2,3
"GMB",2003,4,2,3
"GNB",2003,1,1,2
"GNQ",2003,NA,NA,NA
"GRC",2003,3,3,2.5
"GRD",2003,NA,NA,NA
"GTM",2003,1.5,2,1.5
"GUY",2003,1.875,3,3
"HND",2003,1.5,2,2.5
"HRV",2003,5,3,3
"HTI",2003,2,0,1
"HUN",2003,4,4,3
"IDN",2003,2,2,1
"IND",2003,4,3,1.5
"IRL",2003,6,4,3.5
"IRN",2003,4,2,2
"IRQ",2003,1.58333333333333,0,2.83333333333333
"ISL",2003,6,4,4.58333333333333
"ISR",2003,5,4,3.58333333333333
"ITA",2003,3.16666666666667,2.5,2.5
"JAM",2003,1,3,1.5
"JOR",2003,4,2,3
"JPN",2003,5,4,3.5
"KAZ",2003,4,2,1.5
"KEN",2003,1.95833333333333,2,3.45833333333333
"KGZ",2003,NA,NA,NA
"KHM",2003,NA,NA,NA
"KIR",2003,NA,NA,NA
"KNA",2003,NA,NA,NA
"KOR",2003,4.58333333333333,3,2.58333333333333
"KWT",2003,5,2,2
"LAO",2003,NA,NA,NA
"LBN",2003,4,2,1
"LBR",2003,2,0,1.91666666666667
"LBY",2003,4,1,2
"LCA",2003,NA,NA,NA
"LIE",2003,NA,NA,NA
"LKA",2003,3,2,3
"LSO",2003,NA,NA,NA
"LTU",2003,4,2.5,2.5
"LUX",2003,6,4,5
"LVA",2003,5,2.5,2
"MAR",2003,5.16666666666667,2,3
"MCO",2003,NA,NA,NA
"MDA",2003,5,2,1.5
"MDG",2003,2.5,1,4
"MDV",2003,NA,NA,NA
"MEX",2003,2,3,2
"MHL",2003,NA,NA,NA
"MKD",2003,NA,NA,NA
"MLI",2003,3,0,3
"MLT",2003,5,3,3
"MMR",2003,3,1,1
"MNG",2003,4,2,2
"MOZ",2003,3,1,1.5
"MRT",2003,NA,NA,NA
"MUS",2003,NA,NA,NA
"MWI",2003,3,2,2
"MYS",2003,3,3,2.5
"NAM",2003,6,2,1.5
"NER",2003,2,1,1
"NGA",2003,1.5,1,1
"NIC",2003,4,1,2.5
"NLD",2003,6,4,5
"NOR",2003,6,4,5
"NPL",2003,NA,NA,NA
"NRU",2003,NA,NA,NA
"NZL",2003,6,4,5.5
"OMN",2003,5,2,2.5
"PAK",2003,3,2,1.5
"PAN",2003,3,2,2
"PER",2003,3,2,2.41666666666667
"PHL",2003,2,3,1.91666666666667
"PLW",2003,NA,NA,NA
"PNG",2003,2,2,1
"POL",2003,4,3,2
"PRK",2003,5,0,1
"PRT",2003,5,3,3.5
"PRY",2003,2,1,1
"QAT",2003,5,2,2
"ROU",2003,4,1,2.29166666666667
"RUS",2003,4,1,1.25
"RWA",2003,NA,NA,NA
"SAU",2003,5,2,2
"SDN",2003,2.5,1,1
"SEN",2003,3,1,2.5
"SGP",2003,5.16666666666667,4,4.5
"SLB",2003,NA,NA,NA
"SLE",2003,3,0,2.5
"SLV",2003,2.5,2,2.5
"SMR",2003,NA,NA,NA
"SOM",2003,2,0,1
"SRB",2003,NA,NA,NA
"STP",2003,NA,NA,NA
"SUR",2003,3,2,2
"SVK",2003,4,3,2.5
"SVN",2003,4.5,3,3
"SWE",2003,6,4,5.5
"SWZ",2003,NA,NA,NA
"SYC",2003,NA,NA,NA
"SYR",2003,5,1,2
"TCD",2003,NA,NA,NA
"TGO",2003,3,0,1.5
"THA",2003,2.95833333333333,2,1.5
"TJK",2003,NA,NA,NA
"TKM",2003,NA,NA,NA
"TLS",2003,NA,NA,NA
"TON",2003,NA,NA,NA
"TTO",2003,2.54166666666667,3,2
"TUN",2003,5,2,2
"TUR",2003,4.20833333333333,2,2.33333333333333
"TUV",2003,NA,NA,NA
"TWN",2003,4,3,3
"TZA",2003,5,1,2
"UGA",2003,4,2,2
"UKR",2003,4,1,1
"URY",2003,2.5,2,3
"USA",2003,5,4,4
"UZB",2003,NA,NA,NA
"VCT",2003,NA,NA,NA
"VEN",2003,1,1,1.5
"VNM",2003,4,2,1.5
"VUT",2003,NA,NA,NA
"WSM",2003,NA,NA,NA
"YEM",2003,2,1,2
"YUG",2003,3.29166666666667,2,1.58333333333333
"ZAF",2003,1.5,2,2.33333333333333
"ZMB",2003,4,1,2
"ZWE",2003,0.5,2,0
"AFG",2004,NA,NA,NA
"AGO",2004,3,1,2
"ALB",2004,2,2,2
"AND",2004,NA,NA,NA
"ARE",2004,4,3,2
"ARG",2004,2.625,3,2.5
"ARM",2004,3,1,1.5
"ATG",2004,NA,NA,NA
"AUS",2004,6,4,4.58333333333333
"AUT",2004,6,4,5
"AZE",2004,4,1,2
"BDI",2004,NA,NA,NA
"BEL",2004,5,4,4
"BEN",2004,NA,NA,NA
"BFA",2004,3.5,1,2
"BGD",2004,1.04166666666667,2,1.04166666666667
"BGR",2004,4,2,2
"BHR",2004,5,2,2
"BHS",2004,4.29166666666667,3,4
"BIH",2004,NA,NA,NA
"BLR",2004,4,1,2
"BLZ",2004,NA,NA,NA
"BOL",2004,3,2,2
"BRA",2004,2.08333333333333,2,2.33333333333333
"BRB",2004,NA,NA,NA
"BRN",2004,6,3,2.5
"BTN",2004,NA,NA,NA
"BWA",2004,3.625,2,3
"CAF",2004,NA,NA,NA
"CAN",2004,6,4,4.16666666666667
"CHE",2004,5,4,4.5
"CHL",2004,5,3,2.5
"CHN",2004,4.5,2,2
"CIV",2004,2.5,0,2.5
"CMR",2004,2,1,2
"COD",2004,1,0,1
"COG",2004,2,1,2
"COL",2004,1,2,3
"COM",2004,NA,NA,NA
"CPV",2004,NA,NA,NA
"CRI",2004,4,2,2.5
"CUB",2004,4,2,2.5
"CYP",2004,5,4,4
"CZE",2004,5,3,2.5
"DEU",2004,5,4,4.5
"DJI",2004,NA,NA,NA
"DMA",2004,NA,NA,NA
"DNK",2004,6,4,5.5
"DOM",2004,2,1,2
"DZA",2004,2.41666666666667,2,1.5
"ECU",2004,3,2,3
"EGY",2004,4,2,1.5
"ERI",2004,NA,NA,NA
"ESP",2004,4.79166666666667,3.25,3.79166666666667
"EST",2004,4,2.5,3
"ETH",2004,5,1,2
"FIN",2004,6,4,6
"FJI",2004,NA,NA,NA
"FRA",2004,5,3,3
"FSM",2004,NA,NA,NA
"GAB",2004,3,1.33333333333333,1
"GBR",2004,5.79166666666667,4,4.5
"GEO",2004,NA,NA,NA
"GHA",2004,2,2,2.5
"GIN",2004,2.5,2,2.54166666666667
"GMB",2004,4,2,2.875
"GNB",2004,2.33333333333333,1,2
"GNQ",2004,NA,NA,NA
"GRC",2004,3.25,3,2.5
"GRD",2004,NA,NA,NA
"GTM",2004,1.5,2,1.5
"GUY",2004,2.29166666666667,3,3
"HND",2004,1.5,2,2.41666666666667
"HRV",2004,5,3,3
"HTI",2004,2.16666666666667,0,1.5
"HUN",2004,4,3.41666666666667,3
"IDN",2004,2.66666666666667,2,1
"IND",2004,4,3,2.20833333333333
"IRL",2004,6,4,2.83333333333333
"IRN",2004,4,2,2
"IRQ",2004,1.5,0,1.375
"ISL",2004,6,4,4.5
"ISR",2004,5,4,3.16666666666667
"ITA",2004,3.58333333333333,2.5,2.45833333333333
"JAM",2004,1.5,3,1.5
"JOR",2004,4,2,3
"JPN",2004,5,4,3.5
"KAZ",2004,4,2,1.5
"KEN",2004,2,2,2.5
"KGZ",2004,NA,NA,NA
"KHM",2004,NA,NA,NA
"KIR",2004,NA,NA,NA
"KNA",2004,NA,NA,NA
"KOR",2004,5,3,2.29166666666667
"KWT",2004,5,2,2
"LAO",2004,NA,NA,NA
"LBN",2004,4,2,1
"LBR",2004,2,0,2.16666666666667
"LBY",2004,4,1,2
"LCA",2004,NA,NA,NA
"LIE",2004,NA,NA,NA
"LKA",2004,3,2,3
"LSO",2004,NA,NA,NA
"LTU",2004,4,2.5,2.5
"LUX",2004,6,4,5
"LVA",2004,5,2.5,2
"MAR",2004,5,2,3
"MCO",2004,NA,NA,NA
"MDA",2004,5,1.5,1.5
"MDG",2004,2.5,1,4
"MDV",2004,NA,NA,NA
"MEX",2004,2.91666666666667,3,2
"MHL",2004,NA,NA,NA
"MKD",2004,NA,NA,NA
"MLI",2004,3,0,2.25
"MLT",2004,5,3,3
"MMR",2004,3,1,1
"MNG",2004,4,2,2
"MOZ",2004,3,1,1.5
"MRT",2004,NA,NA,NA
"MUS",2004,NA,NA,NA
"MWI",2004,3,2,2
"MYS",2004,3.66666666666667,3,2.5
"NAM",2004,5.58333333333333,2,1.5
"NER",2004,2,1,1
"NGA",2004,1.5,1,1
"NIC",2004,4,1,2.5
"NLD",2004,6,4,5
"NOR",2004,6,4,5
"NPL",2004,NA,NA,NA
"NRU",2004,NA,NA,NA
"NZL",2004,6,4,5.5
"OMN",2004,5,2,2.5
"PAK",2004,3,2,1.5
"PAN",2004,3,2,2
"PER",2004,3,2,2.5
"PHL",2004,2,3,2
"PLW",2004,NA,NA,NA
"PNG",2004,2,2,1
"POL",2004,4,3,2
"PRK",2004,5,0,1
"PRT",2004,5,3,3.5
"PRY",2004,2,1,1
"QAT",2004,5,2,2
"ROU",2004,4,1,2.5
"RUS",2004,4,1,1.95833333333333
"RWA",2004,NA,NA,NA
"SAU",2004,5,2,2
"SDN",2004,2.5,1,1
"SEN",2004,3,1,2.5
"SGP",2004,5,4,4.5
"SLB",2004,NA,NA,NA
"SLE",2004,3.25,0,2.5
"SLV",2004,2.875,2,2.5
"SMR",2004,NA,NA,NA
"SOM",2004,1.125,0,1
"SRB",2004,NA,NA,NA
"STP",2004,NA,NA,NA
"SUR",2004,3,2,2
"SVK",2004,4,3,2.5
"SVN",2004,4.5,3,3
"SWE",2004,6,4,5
"SWZ",2004,NA,NA,NA
"SYC",2004,NA,NA,NA
"SYR",2004,5,1,2
"TCD",2004,NA,NA,NA
"TGO",2004,3,0,1.5
"THA",2004,2.5,2,1.5
"TJK",2004,NA,NA,NA
"TKM",2004,NA,NA,NA
"TLS",2004,NA,NA,NA
"TON",2004,NA,NA,NA
"TTO",2004,2,3,2
"TUN",2004,5,2,2
"TUR",2004,4.5,2,2.5
"TUV",2004,NA,NA,NA
"TWN",2004,4.41666666666667,3,3
"TZA",2004,5,1,2
"UGA",2004,4,2,2
"UKR",2004,4,1,1
"URY",2004,2.5,2,3
"USA",2004,5,4,4.83333333333333
"UZB",2004,NA,NA,NA
"VCT",2004,NA,NA,NA
"VEN",2004,2.5,1,1.5
"VNM",2004,4,2,1.5
"VUT",2004,NA,NA,NA
"WSM",2004,NA,NA,NA
"YEM",2004,2,1,2
"YUG",2004,3.5,2,2
"ZAF",2004,2.5,2,2
"ZMB",2004,4,1,2.41666666666667
"ZWE",2004,1.33333333333333,2,0
"AFG",2005,NA,NA,NA
"AGO",2005,3,1,2
"ALB",2005,2.20833333333333,2,1.83333333333333
"AND",2005,NA,NA,NA
"ARE",2005,4,3,2
"ARG",2005,3,3,2.5
"ARM",2005,3,1,1.5
"ATG",2005,NA,NA,NA
"AUS",2005,5.875,4,5
"AUT",2005,6,4,5
"AZE",2005,3.625,1,1.66666666666667
"BDI",2005,NA,NA,NA
"BEL",2005,5,4,4
"BEN",2005,NA,NA,NA
"BFA",2005,3.5,1,2
"BGD",2005,2,2,1.5
"BGR",2005,4,2,2
"BHR",2005,5,2,2
"BHS",2005,4.5,3,4
"BIH",2005,NA,NA,NA
"BLR",2005,4,1,2
"BLZ",2005,NA,NA,NA
"BOL",2005,3,2,2
"BRA",2005,2.5,2,1.83333333333333
"BRB",2005,NA,NA,NA
"BRN",2005,4.5,3,2.5
"BTN",2005,NA,NA,NA
"BWA",2005,4,2,3
"CAF",2005,NA,NA,NA
"CAN",2005,6,4,5.04166666666667
"CHE",2005,5,4,4.5
"CHL",2005,5,3,4.5
"CHN",2005,4.5,2,2
"CIV",2005,2.5,0,1.5
"CMR",2005,2,1,2
"COD",2005,1,0,1
"COG",2005,2,1,2
"COL",2005,1,2,3
"COM",2005,NA,NA,NA
"CPV",2005,NA,NA,NA
"CRI",2005,4,2,2.16666666666667
"CUB",2005,4,2,2.5
"CYP",2005,5,4,4
"CZE",2005,5,3,2.5
"DEU",2005,5,4,4.54166666666667
"DJI",2005,NA,NA,NA
"DMA",2005,NA,NA,NA
"DNK",2005,6,4,5.5
"DOM",2005,2,1,2
"DZA",2005,3,2,1.5
"ECU",2005,2.625,2,3
"EGY",2005,4,2,1.5
"ERI",2005,NA,NA,NA
"ESP",2005,5,3,4
"EST",2005,4,2.5,3
"ETH",2005,5,1,2
"FIN",2005,6,4,6
"FJI",2005,NA,NA,NA
"FRA",2005,5,3,3.5
"FSM",2005,NA,NA,NA
"GAB",2005,3,1,1
"GBR",2005,5.5,4,4.5
"GEO",2005,NA,NA,NA
"GHA",2005,2.16666666666667,2,1.95833333333333
"GIN",2005,2.5,2,2.5
"GMB",2005,4,2,2.5
"GNB",2005,3,1,2
"GNQ",2005,NA,NA,NA
"GRC",2005,4.5,3,2.66666666666667
"GRD",2005,NA,NA,NA
"GTM",2005,2.33333333333333,2,1.5
"GUY",2005,2.5,3,3
"HND",2005,1.5,2,2
"HRV",2005,5,3,2.5
"HTI",2005,2.25,0,1.91666666666667
"HUN",2005,4,3,3
"IDN",2005,3,2,1
"IND",2005,4,3,2.5
"IRL",2005,6,4,3.66666666666667
"IRN",2005,4,2,2
"IRQ",2005,1.5,0,1
"ISL",2005,6,4,5.5
"ISR",2005,5,4,3
"ITA",2005,4,2.5,2.5
"JAM",2005,2.5,3,1.5
"JOR",2005,4,2,3
"JPN",2005,5,4,3.5
"KAZ",2005,4,2,1.5
"KEN",2005,2.33333333333333,2,0.958333333333333
"KGZ",2005,NA,NA,NA
"KHM",2005,NA,NA,NA
"KIR",2005,NA,NA,NA
"KNA",2005,NA,NA,NA
"KOR",2005,5,3,2.5
"KWT",2005,5,2,2.5
"LAO",2005,NA,NA,NA
"LBN",2005,4,2,1
"LBR",2005,2,0,2
"LBY",2005,4,1,1.5
"LCA",2005,NA,NA,NA
"LIE",2005,NA,NA,NA
"LKA",2005,3,2,2.5
"LSO",2005,NA,NA,NA
"LTU",2005,4,2.5,2.5
"LUX",2005,6,4,5
"LVA",2005,5,2.5,2
"MAR",2005,5,2,2.5
"MCO",2005,NA,NA,NA
"MDA",2005,5,1,1.5
"MDG",2005,2.5,1,4
"MDV",2005,NA,NA,NA
"MEX",2005,3,3,2
"MHL",2005,NA,NA,NA
"MKD",2005,NA,NA,NA
"MLI",2005,3,0,2
"MLT",2005,5,3,3.5
"MMR",2005,3,1,1
"MNG",2005,4,2,2
"MOZ",2005,3,1,1.5
"MRT",2005,NA,NA,NA
"MUS",2005,NA,NA,NA
"MWI",2005,3,2,2
"MYS",2005,4,3,2.41666666666667
"NAM",2005,5,2,1.5
"NER",2005,2,1,1
"NGA",2005,1.66666666666667,1,1.33333333333333
"NIC",2005,4,1,2.5
"NLD",2005,6,4,5
"NOR",2005,6,4,5
"NPL",2005,NA,NA,NA
"NRU",2005,NA,NA,NA
"NZL",2005,5.79166666666667,4,5.5
"OMN",2005,5,2,2.5
"PAK",2005,3,2,1.5
"PAN",2005,3,2,2
"PER",2005,3,2,2.5
"PHL",2005,2.25,3,2
"PLW",2005,NA,NA,NA
"PNG",2005,2.25,2,1
"POL",2005,4.25,3,2.125
"PRK",2005,5,0,1
"PRT",2005,5,3,4
"PRY",2005,2,1,1
"QAT",2005,5,2,2.5
"ROU",2005,4,1,2.5
"RUS",2005,4,1,2
"RWA",2005,NA,NA,NA
"SAU",2005,5,2,2
"SDN",2005,2.5,1,1
"SEN",2005,3,1,2.5
"SGP",2005,5,4,4.5
"SLB",2005,NA,NA,NA
"SLE",2005,3.5,0,1.58333333333333
"SLV",2005,2.75,2,2.5
"SMR",2005,NA,NA,NA
"SOM",2005,0.5,0,1
"SRB",2005,NA,NA,NA
"STP",2005,NA,NA,NA
"SUR",2005,3,2,2
"SVK",2005,4,3,2.5
"SVN",2005,4.5,3,3
"SWE",2005,6,4,5
"SWZ",2005,NA,NA,NA
"SYC",2005,NA,NA,NA
"SYR",2005,5,1,2
"TCD",2005,NA,NA,NA
"TGO",2005,3,0,1.5
"THA",2005,2.5,2,1.5
"TJK",2005,NA,NA,NA
"TKM",2005,NA,NA,NA
"TLS",2005,NA,NA,NA
"TON",2005,NA,NA,NA
"TTO",2005,2.29166666666667,3,2
"TUN",2005,5,2,2
"TUR",2005,4.5,2,2.5
"TUV",2005,NA,NA,NA
"TWN",2005,5,3,3
"TZA",2005,5,1,2
"UGA",2005,4,2,2
"UKR",2005,4,1,1.70833333333333
"URY",2005,2.5,2,3
"USA",2005,5,4,5
"UZB",2005,NA,NA,NA
"VCT",2005,NA,NA,NA
"VEN",2005,3,1,1.5
"VNM",2005,4,2,1.5
"VUT",2005,NA,NA,NA
"WSM",2005,NA,NA,NA
"YEM",2005,2,1,2
"YUG",2005,3.5,2,2
"ZAF",2005,2.5,2,2.16666666666667
"ZMB",2005,4,1,3
"ZWE",2005,3,1.54166666666667,0
"AFG",2006,NA,NA,NA
"AGO",2006,3,1,2
"ALB",2006,2.5,2,1
"AND",2006,NA,NA,NA
"ARE",2006,4,3,2
"ARG",2006,2.5,3,2.5
"ARM",2006,3,1,1.5
"ATG",2006,NA,NA,NA
"AUS",2006,5.5,4,4.625
"AUT",2006,6,4,5
"AZE",2006,3.5,1,1.5
"BDI",2006,NA,NA,NA
"BEL",2006,5,4,3.70833333333333
"BEN",2006,NA,NA,NA
"BFA",2006,3.5,1,2
"BGD",2006,2.5,2,1.5
"BGR",2006,3.625,2,2
"BHR",2006,5,2,2
"BHS",2006,4.5,3,4
"BIH",2006,NA,NA,NA
"BLR",2006,4,1,2
"BLZ",2006,NA,NA,NA
"BOL",2006,3,2,2
"BRA",2006,2.5,2,1.95833333333333
"BRB",2006,NA,NA,NA
"BRN",2006,5,3.20833333333333,2.5
"BTN",2006,NA,NA,NA
"BWA",2006,4,2,3.16666666666667
"CAF",2006,NA,NA,NA
"CAN",2006,6,4,5
"CHE",2006,5,4,4.5
"CHL",2006,5,3,4.5
"CHN",2006,4.5,2,1.875
"CIV",2006,2.5,0,1.5
"CMR",2006,2.41666666666667,1,2.41666666666667
"COD",2006,1,0,1
"COG",2006,2,1,2
"COL",2006,1.29166666666667,2,2.83333333333333
"COM",2006,NA,NA,NA
"CPV",2006,NA,NA,NA
"CRI",2006,4,2,1.5
"CUB",2006,4,2,2.5
"CYP",2006,5,4,4
"CZE",2006,5,3,2.5
"DEU",2006,5,4,5
"DJI",2006,NA,NA,NA
"DMA",2006,NA,NA,NA
"DNK",2006,6,4,5.5
"DOM",2006,2.20833333333333,1,2
"DZA",2006,3,2,1.5
"ECU",2006,2.5,2,3
"EGY",2006,4,2,1.75
"ERI",2006,NA,NA,NA
"ESP",2006,5,3,4
"EST",2006,4,2.5,3
"ETH",2006,5,1,2
"FIN",2006,6,4,6
"FJI",2006,NA,NA,NA
"FRA",2006,5,3,3.5
"FSM",2006,NA,NA,NA
"GAB",2006,3,1,1
"GBR",2006,5.5,4,4.29166666666667
"GEO",2006,NA,NA,NA
"GHA",2006,2.5,2.33333333333333,1.5
"GIN",2006,2.5,2,2.5
"GMB",2006,4,2,2.29166666666667
"GNB",2006,3,1.45833333333333,2
"GNQ",2006,NA,NA,NA
"GRC",2006,4.5,3,2
"GRD",2006,NA,NA,NA
"GTM",2006,2,2,1.5
"GUY",2006,2.08333333333333,3,2.58333333333333
"HND",2006,1.5,2,2
"HRV",2006,5,3,2.5
"HTI",2006,1.875,0,1.41666666666667
"HUN",2006,4,3,3
"IDN",2006,3,2,2.33333333333333
"IND",2006,4,3,2.5
"IRL",2006,6,4,3.875
"IRN",2006,4,2,2
"IRQ",2006,1.5,0,1
"ISL",2006,6,4,5.5
"ISR",2006,5,4,3
"ITA",2006,4,2.5,2.5
"JAM",2006,2.16666666666667,3,1.5
"JOR",2006,4,2,3
"JPN",2006,5,4,3.5
"KAZ",2006,4,2,1.5
"KEN",2006,2.5,2,0.5
"KGZ",2006,NA,NA,NA
"KHM",2006,NA,NA,NA
"KIR",2006,NA,NA,NA
"KNA",2006,NA,NA,NA
"KOR",2006,5,3,2.5
"KWT",2006,5,2,2.70833333333333
"LAO",2006,NA,NA,NA
"LBN",2006,4,2,1
"LBR",2006,2.08333333333333,0,2.33333333333333
"LBY",2006,4,1,1.5
"LCA",2006,NA,NA,NA
"LIE",2006,NA,NA,NA
"LKA",2006,3,2,2.5
"LSO",2006,NA,NA,NA
"LTU",2006,4,2.5,2.20833333333333
"LUX",2006,6,4,5
"LVA",2006,5,2.5,2
"MAR",2006,5,2,2.91666666666667
"MCO",2006,NA,NA,NA
"MDA",2006,5,1,1.5
"MDG",2006,2.5,1,4
"MDV",2006,NA,NA,NA
"MEX",2006,3,3,2
"MHL",2006,NA,NA,NA
"MKD",2006,NA,NA,NA
"MLI",2006,3,0,2
"MLT",2006,5,3,3.5
"MMR",2006,3,1,1
"MNE",2006,NA,NA,NA
"MNG",2006,4,2,2
"MOZ",2006,3,1,1.5
"MRT",2006,NA,NA,NA
"MUS",2006,NA,NA,NA
"MWI",2006,3,2,2
"MYS",2006,4,3,2.375
"NAM",2006,5,2,1.5
"NER",2006,2,1,1
"NGA",2006,2,1,1.5
"NIC",2006,4,1,2.5
"NLD",2006,6,4,5
"NOR",2006,6,4,5
"NPL",2006,NA,NA,NA
"NRU",2006,NA,NA,NA
"NZL",2006,5.5,4,5.5
"OMN",2006,5,2,2.5
"PAK",2006,3,2,1.5
"PAN",2006,3,2,2
"PER",2006,3,2,2.5
"PHL",2006,2.5,3,2
"PLW",2006,NA,NA,NA
"PNG",2006,2.5,2,1
"POL",2006,4.5,3,2.5
"PRK",2006,5,0,1
"PRT",2006,5,3,4
"PRY",2006,2,1,1
"QAT",2006,5,2,2.5
"ROU",2006,4,1,2.5
"RUS",2006,4,1,2
"RWA",2006,NA,NA,NA
"SAU",2006,5,2,2
"SDN",2006,2.5,1,1
"SEN",2006,3,1,2.5
"SGP",2006,5,4,4.5
"SLB",2006,NA,NA,NA
"SLE",2006,3.5,0,1.5
"SLV",2006,2.29166666666667,2,2.5
"SMR",2006,NA,NA,NA
"SOM",2006,0.5,0,1
"SRB",2006,3.5,2,2
"STP",2006,NA,NA,NA
"SUR",2006,3,2,2
"SVK",2006,4,3,2.5
"SVN",2006,4.5,3,3
"SWE",2006,6,4,5
"SWZ",2006,NA,NA,NA
"SYC",2006,NA,NA,NA
"SYR",2006,5,1,2
"TCD",2006,NA,NA,NA
"TGO",2006,3,0,1.5
"THA",2006,2.5,2,1.5
"TJK",2006,NA,NA,NA
"TKM",2006,NA,NA,NA
"TLS",2006,NA,NA,NA
"TON",2006,NA,NA,NA
"TTO",2006,2.5,3,2
"TUN",2006,5,2,2
"TUR",2006,4.5,2,2.5
"TUV",2006,NA,NA,NA
"TWN",2006,5,3,2.95833333333333
"TZA",2006,5,1,2.29166666666667
"UGA",2006,4,2,2
"UKR",2006,4,1,2
"URY",2006,2.5,2,3
"USA",2006,5,4,4
"UZB",2006,NA,NA,NA
"VCT",2006,NA,NA,NA
"VEN",2006,2.58333333333333,1,1.5
"VNM",2006,4,2,2.45833333333333
"VUT",2006,NA,NA,NA
"WSM",2006,NA,NA,NA
"YEM",2006,2,1,2
"YUG",2006,3.5,2,2
"ZAF",2006,2.5,2,2.5
"ZMB",2006,4,1,3
"ZWE",2006,3,1.5,0
"AFG",2007,NA,NA,NA
"AGO",2007,3,1.33333333333333,2
"ALB",2007,2.5,2,1
"AND",2007,NA,NA,NA
"ARE",2007,4,3,2
"ARG",2007,2.5,3,2.5
"ARM",2007,3,1,1.5
"ATG",2007,NA,NA,NA
"AUS",2007,5.5,4,4.5
"AUT",2007,6,4,5
"AZE",2007,3.5,1,1.5
"BDI",2007,NA,NA,NA
"BEL",2007,5,4,3.5
"BEN",2007,NA,NA,NA
"BFA",2007,3.5,1,2
"BGD",2007,2.625,2,2.04166666666667
"BGR",2007,2.5,2,2
"BHR",2007,5,2,2
"BHS",2007,4.5,3,4
"BIH",2007,NA,NA,NA
"BLR",2007,4,1,2
"BLZ",2007,NA,NA,NA
"BOL",2007,3,2,2
"BRA",2007,2,2,2
"BRB",2007,NA,NA,NA
"BRN",2007,5,3.5,2.5
"BTN",2007,NA,NA,NA
"BWA",2007,3.91666666666667,2,3.95833333333333
"CAF",2007,NA,NA,NA
"CAN",2007,6,4,5
"CHE",2007,5,4,4.5
"CHL",2007,5,3,4.5
"CHN",2007,4.5,2,2.125
"CIV",2007,2.5,0,1.54166666666667
"CMR",2007,2.08333333333333,1,3.29166666666667
"COD",2007,1,0,1
"COG",2007,2,1,2
"COL",2007,1.5,2,2.5
"COM",2007,NA,NA,NA
"CPV",2007,NA,NA,NA
"CRI",2007,4,2,2
"CUB",2007,4,2,2.5
"CYP",2007,5,4,4
"CZE",2007,5,3,2.5
"DEU",2007,5,4,5
"DJI",2007,NA,NA,NA
"DMA",2007,NA,NA,NA
"DNK",2007,6,4,5.5
"DOM",2007,2.5,1,2
"DZA",2007,3,2,1.5
"ECU",2007,2.5,2,3
"EGY",2007,3.95833333333333,2,2
"ERI",2007,NA,NA,NA
"ESP",2007,5,3,4
"EST",2007,4,2.5,3
"ETH",2007,4.70833333333333,1.16666666666667,2
"FIN",2007,6,4,6
"FJI",2007,NA,NA,NA
"FRA",2007,5,3,4.375
"FSM",2007,NA,NA,NA
"GAB",2007,3,1,1
"GBR",2007,5.5,4,4
"GEO",2007,NA,NA,NA
"GHA",2007,2.5,2.5,1.5
"GIN",2007,2.5,2,2
"GMB",2007,4,2,2.04166666666667
"GNB",2007,3,1.5,2
"GNQ",2007,NA,NA,NA
"GRC",2007,4.5,3,2
"GRD",2007,NA,NA,NA
"GTM",2007,1.5,2,1.5
"GUY",2007,2,3,2
"HND",2007,1.5,2,2
"HRV",2007,5,3,2.5
"HTI",2007,1.625,0,1
"HUN",2007,4,3,3
"IDN",2007,3,2,3.04166666666667
"IND",2007,4,3,2.5
"IRL",2007,6,4,3.5
"IRN",2007,4,2,2
"IRQ",2007,1.5,0,1
"ISL",2007,6,4,5.5
"ISR",2007,5,4,3
"ITA",2007,4,2.5,2.5
"JAM",2007,2.5,3,1.5
"JOR",2007,4,2,3
